SLAM_X,SLAM_Y,SLAM_Z,GPS_X,GPS_Y,GPS_Z
26.87,-20.76,-5.22,28.24,1.85,-10.50
26.84,-20.75,-5.23,28.24,1.85,-10.51
26.84,-20.77,-5.23,28.24,1.85,-10.51
26.85,-20.76,-5.24,28.24,1.85,-10.51
26.83,-20.75,-5.25,28.24,1.85,-10.51
26.85,-20.79,-5.26,28.24,1.86,-10.51
26.88,-20.78,-5.26,28.22,1.86,-10.51
26.92,-20.78,-5.27,28.22,1.86,-10.51
26.96,-20.77,-5.28,28.22,1.86,-10.51
26.97,-20.77,-5.28,28.22,1.86,-10.51
27.06,-20.74,-5.31,28.22,1.86,-10.51
27.08,-20.76,-5.32,28.22,1.86,-10.51
27.13,-20.70,-5.33,28.22,1.86,-10.51
27.16,-20.70,-5.36,28.33,1.91,-10.61
27.16,-20.70,-5.36,28.33,1.91,-10.61
27.15,-20.74,-5.38,28.34,1.91,-10.61
27.11,-20.76,-5.40,28.34,1.92,-10.62
27.09,-20.73,-5.41,28.34,1.92,-10.62
27.07,-20.75,-5.42,28.34,1.92,-10.62
27.02,-20.76,-5.44,28.35,1.92,-10.63
27.00,-20.77,-5.44,28.41,1.97,-10.74
26.98,-20.78,-5.45,28.40,1.97,-10.74
26.97,-20.82,-5.46,28.40,1.97,-10.74
26.97,-20.79,-5.47,28.40,1.97,-10.74
26.93,-20.83,-5.50,28.40,1.97,-10.74
26.90,-20.80,-5.50,28.40,1.97,-10.74
26.86,-20.83,-5.52,28.39,1.96,-10.74
26.88,-20.81,-5.52,28.29,1.90,-10.81
26.83,-20.82,-5.54,28.29,1.89,-10.81
26.79,-20.82,-5.56,28.29,1.89,-10.81
26.76,-20.79,-5.57,28.29,1.89,-10.82
26.70,-20.81,-5.57,28.28,1.89,-10.82
26.70,-20.83,-5.58,28.28,1.89,-10.82
26.67,-20.82,-5.59,28.28,1.89,-10.82
26.66,-20.82,-5.58,28.13,1.82,-10.94
26.65,-20.85,-5.58,28.12,1.82,-10.94
26.70,-20.87,-5.55,28.12,1.82,-10.94
26.71,-20.86,-5.56,28.12,1.82,-10.95
26.70,-20.84,-5.55,28.11,1.82,-10.95
26.73,-20.86,-5.54,28.11,1.81,-10.95
26.79,-20.87,-5.52,28.11,1.81,-10.95
26.82,-20.89,-5.51,28.09,1.79,-10.96
26.85,-20.87,-5.50,28.09,1.79,-10.96
26.85,-20.89,-5.48,28.09,1.79,-10.96
26.89,-20.88,-5.47,28.10,1.79,-10.96
27.01,-20.90,-5.45,28.10,1.79,-10.96
27.02,-20.86,-5.45,28.10,1.79,-10.96
26.92,-20.78,-5.46,28.10,1.79,-10.96
26.91,-20.80,-5.46,28.29,1.85,-10.90
26.86,-20.69,-5.46,28.29,1.85,-10.90
26.87,-20.70,-5.47,28.29,1.85,-10.90
26.91,-20.83,-5.48,28.30,1.85,-10.90
26.92,-20.85,-5.48,28.30,1.85,-10.90
26.85,-20.73,-5.49,28.30,1.85,-10.90
26.82,-20.75,-5.49,28.30,1.85,-10.90
26.74,-20.84,-5.51,28.31,1.81,-10.91
26.78,-20.87,-5.50,28.30,1.81,-10.91
26.76,-20.88,-5.50,28.30,1.81,-10.91
26.66,-20.84,-5.52,28.30,1.81,-10.91
26.64,-20.85,-5.52,28.30,1.81,-10.91
26.59,-20.84,-5.54,28.30,1.81,-10.91
26.52,-20.84,-5.54,28.30,1.81,-10.91
26.46,-20.81,-5.56,28.12,1.76,-10.89
26.41,-20.83,-5.57,28.11,1.76,-10.88
26.36,-20.80,-5.59,28.11,1.76,-10.88
26.18,-20.75,-5.61,28.11,1.76,-10.88
26.09,-20.72,-5.63,28.10,1.75,-10.88
26.03,-20.70,-5.65,28.10,1.75,-10.88
25.90,-20.67,-5.67,28.10,1.75,-10.88
25.74,-20.65,-5.69,27.72,1.67,-10.88
25.66,-20.65,-5.71,27.71,1.67,-10.88
25.48,-20.61,-5.74,27.70,1.67,-10.88
25.35,-20.59,-5.76,27.69,1.67,-10.88
25.22,-20.54,-5.76,27.68,1.66,-10.88
25.09,-20.49,-5.78,27.68,1.66,-10.89
24.96,-20.40,-5.79,27.67,1.66,-10.89
24.81,-20.32,-5.80,26.96,1.49,-10.98
24.62,-20.25,-5.81,26.94,1.48,-10.98
24.47,-20.16,-5.81,26.93,1.48,-10.98
24.28,-20.10,-5.82,26.91,1.48,-10.98
24.12,-19.97,-5.82,26.89,1.48,-10.98
23.95,-19.89,-5.84,26.88,1.48,-10.99
23.76,-19.80,-5.84,26.87,1.48,-10.99
23.59,-19.75,-5.84,25.88,1.43,-11.05
23.38,-19.61,-5.84,25.85,1.44,-11.05
23.21,-19.54,-5.84,25.83,1.44,-11.05
23.01,-19.43,-5.84,25.82,1.43,-11.05
22.77,-19.30,-5.85,25.81,1.44,-11.05
22.58,-19.22,-5.84,25.79,1.43,-11.05
22.27,-19.09,-5.85,25.78,1.43,-11.05
21.98,-18.96,-5.85,24.65,1.39,-11.09
21.68,-18.81,-5.86,24.61,1.39,-11.09
21.44,-18.70,-5.84,24.60,1.39,-11.10
21.13,-18.54,-5.84,24.58,1.39,-11.10
20.86,-18.40,-5.83,24.56,1.39,-11.10
20.58,-18.29,-5.83,24.54,1.39,-11.10
20.31,-18.15,-5.83,24.52,1.39,-11.10
20.08,-18.02,-5.83,22.99,1.34,-11.14
19.81,-17.91,-5.83,22.96,1.34,-11.14
19.58,-17.77,-5.82,22.93,1.33,-11.14
19.33,-17.62,-5.81,22.91,1.33,-11.14
18.97,-17.41,-5.80,22.89,1.33,-11.14
18.77,-17.27,-5.80,22.86,1.33,-11.14
18.38,-17.05,-5.79,22.84,1.33,-11.14
18.20,-16.95,-5.81,21.30,1.33,-11.08
17.99,-16.78,-5.80,21.26,1.33,-11.08
17.75,-16.65,-5.81,21.23,1.33,-11.08
17.53,-16.52,-5.81,21.20,1.33,-11.07
17.35,-16.38,-5.82,21.19,1.33,-11.07
17.02,-16.18,-5.82,21.16,1.33,-11.07
16.65,-15.99,-5.82,21.14,1.34,-11.07
16.46,-15.87,-5.83,19.55,1.43,-11.03
16.24,-15.75,-5.83,19.51,1.43,-11.03
16.00,-15.62,-5.83,19.48,1.44,-11.03
15.70,-15.47,-5.82,19.46,1.44,-11.03
15.45,-15.34,-5.82,19.42,1.44,-11.04
15.22,-15.22,-5.81,19.38,1.44,-11.04
15.01,-15.17,-5.80,19.35,1.45,-11.04
14.80,-15.05,-5.79,17.93,1.49,-11.08
14.77,-15.06,-5.78,17.90,1.49,-11.08
14.23,-14.78,-5.75,17.89,1.49,-11.08
14.15,-14.72,-5.74,17.85,1.49,-11.08
13.88,-14.56,-5.72,17.81,1.49,-11.08
13.66,-14.45,-5.70,17.79,1.49,-11.08
13.46,-14.35,-5.69,17.77,1.49,-11.08
13.26,-14.26,-5.69,16.44,1.45,-11.01
13.06,-14.14,-5.69,16.41,1.45,-11.01
12.93,-14.09,-5.69,16.39,1.45,-11.01
12.77,-13.99,-5.68,16.38,1.45,-11.01
12.66,-13.92,-5.68,16.35,1.45,-11.01
12.59,-13.86,-5.65,16.33,1.45,-11.00
12.49,-13.78,-5.65,16.32,1.45,-11.00
12.42,-13.71,-5.63,15.33,1.48,-10.92
12.37,-13.67,-5.61,15.32,1.48,-10.92
12.31,-13.63,-5.61,15.30,1.48,-10.92
12.29,-13.61,-5.59,15.29,1.48,-10.92
12.23,-13.53,-5.59,15.28,1.48,-10.92
12.17,-13.50,-5.58,15.27,1.48,-10.92
12.13,-13.44,-5.59,15.26,1.48,-10.92
12.13,-13.43,-5.58,14.92,1.57,-10.87
12.05,-13.38,-5.58,14.92,1.57,-10.87
12.07,-13.33,-5.58,14.91,1.57,-10.87
12.00,-13.29,-5.58,14.91,1.58,-10.87
11.97,-13.26,-5.58,14.91,1.58,-10.86
11.93,-13.26,-5.58,14.90,1.58,-10.86
11.90,-13.27,-5.58,14.68,1.65,-10.83
11.85,-13.26,-5.58,14.68,1.65,-10.83
11.83,-13.22,-5.58,14.67,1.65,-10.83
11.86,-13.15,-5.58,14.67,1.65,-10.83
11.83,-13.13,-5.58,14.66,1.65,-10.83
11.92,-13.08,-5.56,14.66,1.65,-10.83
11.76,-13.03,-5.59,14.66,1.65,-10.83
11.89,-13.01,-5.57,14.49,1.68,-10.80
11.96,-13.09,-5.56,14.49,1.68,-10.80
11.85,-13.15,-5.58,14.48,1.68,-10.80
12.09,-13.15,-5.55,14.48,1.68,-10.80
0.36,-0.35,-1.15,1.86,4.77,-3.65
0.36,-0.35,-1.15,1.86,4.77,-3.65
0.36,-0.36,-1.15,1.86,4.77,-3.65
0.36,-0.36,-1.15,1.86,4.78,-3.66
0.36,-0.37,-1.16,1.86,4.78,-3.66
0.36,-0.38,-1.16,1.86,4.78,-3.66
0.37,-0.39,-1.16,1.86,4.78,-3.66
0.37,-0.39,-1.16,1.86,4.78,-3.66
0.39,-0.39,-1.15,1.86,4.78,-3.66
0.39,-0.40,-1.15,1.86,4.78,-3.66
0.40,-0.40,-1.15,1.86,4.78,-3.67
0.41,-0.40,-1.15,1.83,4.70,-3.75
0.42,-0.41,-1.15,1.83,4.70,-3.75
0.43,-0.41,-1.15,1.83,4.70,-3.75
0.44,-0.40,-1.15,1.83,4.70,-3.75
0.45,-0.40,-1.15,1.83,4.70,-3.75
0.46,-0.39,-1.14,1.83,4.70,-3.75
0.46,-0.38,-1.14,1.83,4.70,-3.75
0.47,-0.38,-1.14,1.87,4.71,-3.76
0.47,-0.36,-1.14,1.87,4.71,-3.75
0.47,-0.36,-1.14,1.87,4.71,-3.75
0.46,-0.35,-1.14,1.87,4.71,-3.75
0.45,-0.35,-1.14,1.87,4.71,-3.75
0.45,-0.35,-1.14,1.87,4.71,-3.75
0.45,-0.35,-1.15,1.87,4.71,-3.75
0.44,-0.34,-1.16,1.86,4.77,-3.78
0.43,-0.35,-1.19,1.86,4.77,-3.78
0.42,-0.34,-1.21,1.86,4.77,-3.78
0.42,-0.35,-1.24,1.86,4.77,-3.78
0.43,-0.36,-1.28,1.86,4.77,-3.78
0.44,-0.37,-1.33,1.86,4.77,-3.78
0.44,-0.37,-1.34,1.86,4.77,-3.78
0.47,-0.40,-1.44,1.82,4.77,-3.88
0.48,-0.41,-1.49,1.82,4.77,-3.89
0.50,-0.42,-1.55,1.82,4.77,-3.89
0.51,-0.43,-1.59,1.82,4.77,-3.89
0.52,-0.43,-1.67,1.82,4.77,-3.90
0.53,-0.43,-1.74,1.82,4.78,-3.90
0.54,-0.43,-1.80,1.82,4.78,-3.90
0.56,-0.44,-1.88,1.86,4.73,-4.25
0.57,-0.43,-1.92,1.86,4.73,-4.26
0.58,-0.44,-2.05,1.86,4.73,-4.26
0.59,-0.43,-2.13,1.86,4.73,-4.27
0.61,-0.43,-2.19,1.86,4.73,-4.27
0.63,-0.43,-2.25,1.86,4.73,-4.28
0.62,-0.43,-2.32,1.86,4.73,-4.28
0.63,-0.43,-2.39,1.88,4.75,-4.73
0.65,-0.44,-2.49,1.88,4.76,-4.74
0.65,-0.44,-2.55,1.88,4.76,-4.74
0.65,-0.44,-2.60,1.88,4.76,-4.75
0.66,-0.44,-2.65,1.88,4.76,-4.75
0.65,-0.43,-2.71,1.88,4.76,-4.76
0.64,-0.44,-2.77,1.88,4.76,-4.77
0.64,-0.44,-2.83,1.89,4.74,-5.23
0.64,-0.43,-2.90,1.89,4.74,-5.24
0.64,-0.42,-2.98,1.88,4.74,-5.25
0.64,-0.41,-3.04,1.88,4.74,-5.25
0.65,-0.41,-3.15,1.88,4.74,-5.26
0.65,-0.40,-3.25,1.88,4.74,-5.26
0.69,-0.41,-3.33,1.88,4.74,-5.27
0.70,-0.40,-3.43,1.85,4.73,-5.68
0.71,-0.39,-3.53,1.85,4.73,-5.69
0.71,-0.39,-3.62,1.85,4.73,-5.70
0.70,-0.38,-3.70,1.85,4.73,-5.70
0.70,-0.38,-3.79,1.85,4.73,-5.71
0.71,-0.36,-3.88,1.85,4.73,-5.72
0.71,-0.34,-3.99,1.85,4.73,-5.73
0.68,-0.33,-4.08,1.93,4.77,-6.30
0.69,-0.31,-4.16,1.94,4.77,-6.31
0.67,-0.30,-4.24,1.94,4.77,-6.31
0.66,-0.27,-4.31,1.94,4.77,-6.32
0.65,-0.25,-4.44,1.94,4.77,-6.33
0.64,-0.23,-4.52,1.94,4.78,-6.34
0.60,-0.22,-4.63,1.94,4.78,-6.34
0.56,-0.20,-4.73,1.95,4.81,-6.82
0.54,-0.18,-4.85,1.95,4.81,-6.83
0.54,-0.15,-4.93,1.95,4.81,-6.83
0.52,-0.13,-5.10,1.95,4.81,-6.84
0.52,-0.15,-5.21,1.95,4.82,-6.84
0.50,-0.14,-5.31,1.95,4.82,-6.85
0.54,-0.16,-5.40,1.95,4.82,-6.86
0.56,-0.16,-5.52,1.75,4.86,-7.42
0.58,-0.19,-5.60,1.75,4.86,-7.42
0.58,-0.20,-5.68,1.75,4.86,-7.43
0.64,-0.22,-5.75,1.74,4.86,-7.45
0.65,-0.23,-5.81,1.74,4.86,-7.45
0.68,-0.27,-5.85,1.74,4.86,-7.46
0.70,-0.28,-5.88,1.73,4.86,-7.47
0.72,-0.29,-5.91,1.71,4.79,-8.03
0.73,-0.31,-5.93,1.72,4.79,-8.03
0.76,-0.32,-5.94,1.72,4.79,-8.04
0.78,-0.35,-5.97,1.72,4.79,-8.04
0.79,-0.35,-5.97,1.72,4.79,-8.04
0.80,-0.36,-5.99,1.72,4.79,-8.05
0.81,-0.38,-5.99,1.73,4.79,-8.05
0.81,-0.38,-6.01,1.87,4.75,-8.19
0.83,-0.39,-6.01,1.87,4.75,-8.19
0.80,-0.40,-6.07,1.87,4.75,-8.19
0.80,-0.42,-6.12,1.87,4.75,-8.19
0.78,-0.42,-6.15,1.87,4.75,-8.19
0.78,-0.42,-6.18,1.87,4.75,-8.19
0.79,-0.41,-6.23,1.87,4.75,-8.19
0.79,-0.42,-6.26,1.89,4.72,-8.29
0.76,-0.41,-6.28,1.89,4.72,-8.29
0.77,-0.40,-6.30,1.89,4.72,-8.29
0.77,-0.38,-6.32,1.89,4.72,-8.29
0.81,-0.38,-6.32,1.89,4.72,-8.30
0.77,-0.34,-6.32,1.89,4.72,-8.30
0.81,-0.33,-6.33,1.89,4.72,-8.30
0.83,-0.30,-6.32,1.87,4.77,-8.48
0.82,-0.25,-6.31,1.87,4.77,-8.48
0.79,-0.19,-6.31,1.87,4.78,-8.48
0.84,-0.14,-6.29,1.87,4.78,-8.48
0.84,-0.05,-6.29,1.87,4.78,-8.48
0.86,0.05,-6.27,1.86,4.78,-8.48
0.87,0.17,-6.25,1.86,4.78,-8.48
0.88,0.23,-6.24,1.84,5.03,-8.51
0.88,0.32,-6.23,1.83,5.04,-8.51
0.89,0.41,-6.22,1.83,5.04,-8.51
0.92,0.51,-6.22,1.83,5.05,-8.51
0.92,0.67,-6.21,1.83,5.05,-8.50
0.91,0.74,-6.21,1.83,5.06,-8.50
0.93,0.84,-6.22,1.83,5.07,-8.50
0.96,1.01,-6.24,1.73,5.64,-8.46
0.94,1.19,-6.26,1.73,5.65,-8.46
0.96,1.32,-6.28,1.72,5.66,-8.46
0.95,1.48,-6.30,1.72,5.68,-8.46
0.94,1.72,-6.32,1.72,5.69,-8.46
0.95,1.87,-6.33,1.72,5.69,-8.46
0.95,2.04,-6.34,1.72,5.70,-8.46
0.94,2.16,-6.34,1.50,6.44,-8.58
0.93,2.29,-6.34,1.49,6.45,-8.58
0.98,2.38,-6.37,1.49,6.46,-8.58
1.01,2.51,-6.38,1.49,6.47,-8.58
1.07,2.62,-6.39,1.49,6.47,-8.58
1.12,2.72,-6.40,1.48,6.48,-8.59
1.22,2.83,-6.40,1.48,6.49,-8.59
1.29,2.91,-6.42,1.36,7.30,-8.71
1.37,2.99,-6.42,1.36,7.31,-8.71
1.42,3.06,-6.43,1.36,7.31,-8.71
1.53,3.15,-6.43,1.36,7.32,-8.71
1.62,3.22,-6.44,1.36,7.33,-8.71
1.73,3.27,-6.45,1.36,7.33,-8.72
1.83,3.35,-6.46,1.37,7.34,-8.72
1.93,3.40,-6.49,1.66,7.92,-8.78
2.04,3.51,-6.50,1.67,7.94,-8.78
2.12,3.58,-6.51,1.67,7.95,-8.78
2.22,3.66,-6.53,1.68,7.95,-8.78
2.32,3.73,-6.54,1.68,7.96,-8.78
2.45,3.85,-6.55,1.69,7.96,-8.78
2.53,3.97,-6.56,1.69,7.97,-8.78
2.61,4.09,-6.55,2.08,8.51,-8.92
2.68,4.19,-6.56,2.09,8.52,-8.93
2.77,4.29,-6.56,2.09,8.53,-8.93
2.84,4.40,-6.56,2.10,8.54,-8.93
2.90,4.53,-6.57,2.10,8.54,-8.93
2.97,4.62,-6.59,2.11,8.55,-8.93
3.04,4.74,-6.59,2.11,8.56,-8.93
3.09,4.85,-6.60,2.39,9.28,-9.00
3.17,4.99,-6.62,2.40,9.29,-9.00
3.22,5.08,-6.64,2.40,9.30,-9.00
3.25,5.16,-6.65,2.40,9.32,-9.00
3.29,5.25,-6.66,2.40,9.32,-9.00
3.35,5.33,-6.68,2.41,9.33,-9.00
3.36,5.46,-6.69,2.41,9.34,-9.00
3.41,5.55,-6.70,2.56,10.05,-9.09
3.46,5.68,-6.71,2.56,10.06,-9.09
3.48,5.80,-6.72,2.56,10.06,-9.10
3.50,5.87,-6.74,2.56,10.07,-9.10
3.52,5.98,-6.75,2.56,10.08,-9.10
3.55,6.09,-6.77,2.57,10.09,-9.10
3.58,6.17,-6.78,2.57,10.10,-9.10
3.60,6.30,-6.80,2.58,10.67,-9.17
3.64,6.43,-6.82,2.58,10.68,-9.17
3.66,6.56,-6.84,2.58,10.69,-9.18
3.68,6.65,-6.86,2.58,10.70,-9.18
3.71,6.81,-6.87,2.58,10.70,-9.18
3.76,6.90,-6.89,2.58,10.71,-9.18
3.77,7.06,-6.91,2.58,10.72,-9.18
3.82,7.18,-6.94,2.51,11.40,-9.26
3.87,7.28,-6.95,2.50,11.42,-9.26
3.89,7.41,-6.97,2.50,11.43,-9.26
3.91,7.51,-6.98,2.50,11.44,-9.26
3.94,7.67,-7.00,2.50,11.45,-9.27
3.99,7.79,-7.01,2.50,11.46,-9.27
3.99,7.90,-7.02,2.50,11.47,-9.27
4.04,7.99,-7.02,2.44,12.22,-9.40
4.05,8.07,-7.03,2.44,12.23,-9.41
4.08,8.20,-7.05,2.44,12.24,-9.41
4.09,8.37,-7.06,2.44,12.25,-9.41
4.14,8.55,-7.08,2.44,12.26,-9.41
4.17,8.65,-7.09,2.44,12.27,-9.41
4.18,8.78,-7.09,2.44,12.28,-9.41
4.24,8.90,-7.11,2.36,12.95,-9.50
4.25,9.06,-7.12,2.36,12.97,-9.50
4.28,9.23,-7.12,2.35,12.98,-9.50
4.25,9.30,-7.13,2.35,12.99,-9.51
4.30,9.42,-7.14,2.35,13.00,-9.51
4.31,9.56,-7.15,2.35,13.01,-9.51
4.33,9.68,-7.16,2.35,13.02,-9.51
4.35,9.77,-7.16,2.26,13.81,-9.60
4.38,9.88,-7.17,2.26,13.83,-9.60
4.38,10.00,-7.18,2.25,13.85,-9.61
4.43,10.18,-7.19,2.25,13.86,-9.61
4.42,10.26,-7.20,2.25,13.87,-9.61
4.45,10.41,-7.21,2.25,13.88,-9.61
4.44,10.59,-7.22,2.24,13.89,-9.61
4.48,10.68,-7.24,2.17,14.42,-9.67
4.54,10.78,-7.26,2.17,14.44,-9.67
4.56,10.91,-7.27,2.16,14.45,-9.67
4.56,11.03,-7.29,2.16,14.46,-9.67
4.58,11.12,-7.31,2.16,14.47,-9.67
4.63,11.26,-7.33,2.16,14.48,-9.67
4.63,11.37,-7.34,2.16,14.49,-9.68
4.63,11.47,-7.36,2.06,15.18,-9.74
4.65,11.57,-7.37,2.05,15.19,-9.74
4.68,11.68,-7.39,2.05,15.20,-9.74
4.69,11.74,-7.40,2.05,15.22,-9.75
4.70,11.84,-7.42,2.05,15.22,-9.75
4.71,11.93,-7.42,2.05,15.23,-9.75
4.77,12.06,-7.44,1.96,15.83,-9.83
4.79,12.17,-7.46,1.96,15.84,-9.83
4.81,12.27,-7.47,1.96,15.85,-9.83
4.84,12.39,-7.50,1.96,15.86,-9.83
4.84,12.47,-7.51,1.96,15.87,-9.83
4.86,12.57,-7.53,1.96,15.87,-9.83
4.87,12.66,-7.55,1.96,15.88,-9.83
4.88,12.74,-7.58,1.91,16.42,-9.90
4.84,12.81,-7.59,1.91,16.43,-9.90
4.84,12.86,-7.61,1.91,16.45,-9.91
4.85,12.92,-7.63,1.91,16.45,-9.91
4.84,13.02,-7.66,1.91,16.46,-9.91
4.84,13.06,-7.68,1.91,16.46,-9.91
4.85,13.12,-7.70,1.90,16.47,-9.91
4.84,13.18,-7.71,1.79,16.89,-10.03
4.85,13.21,-7.73,1.78,16.89,-10.03
4.85,13.22,-7.74,1.78,16.90,-10.03
4.84,13.25,-7.76,1.78,16.90,-10.04
4.82,13.27,-7.77,1.78,16.91,-10.04
4.83,13.30,-7.78,1.78,16.91,-10.04
4.84,13.32,-7.79,1.77,16.92,-10.04
4.84,13.36,-7.80,1.70,17.11,-10.16
4.82,13.39,-7.81,1.69,17.12,-10.16
4.85,13.43,-7.83,1.69,17.12,-10.16
4.85,13.47,-7.84,1.69,17.12,-10.17
4.84,13.54,-7.86,1.69,17.12,-10.17
4.84,13.57,-7.88,1.69,17.13,-10.17
4.87,13.61,-7.89,1.69,17.13,-10.17
4.86,13.67,-7.91,1.65,17.27,-10.22
4.86,13.73,-7.92,1.65,17.28,-10.23
4.86,13.81,-7.95,1.65,17.28,-10.23
4.85,13.85,-7.96,1.64,17.29,-10.23
4.84,13.88,-7.97,1.64,17.29,-10.23
4.84,13.93,-7.98,1.64,17.29,-10.23
4.85,13.96,-7.99,1.64,17.29,-10.23
4.84,13.99,-8.00,1.57,17.56,-10.37
4.85,14.03,-8.01,1.57,17.57,-10.37
4.86,14.06,-8.02,1.57,17.57,-10.37
4.85,14.07,-8.03,1.57,17.57,-10.37
4.86,14.12,-8.04,1.57,17.58,-10.37
4.86,14.13,-8.05,1.57,17.58,-10.37
4.85,14.16,-8.06,1.56,17.58,-10.37
4.84,14.18,-8.07,1.53,17.74,-10.42
4.85,14.21,-8.09,1.53,17.74,-10.42
4.88,14.22,-8.09,1.53,17.74,-10.42
4.85,14.26,-8.11,1.53,17.75,-10.42
4.88,14.26,-8.13,1.53,17.75,-10.42
4.88,14.26,-8.14,1.53,17.75,-10.42
4.87,14.29,-8.16,1.53,17.75,-10.43
4.88,14.32,-8.16,1.51,17.84,-10.47
4.90,14.32,-8.19,1.51,17.84,-10.48
4.89,14.34,-8.20,1.51,17.84,-10.48
4.89,14.37,-8.23,1.51,17.84,-10.48
4.88,14.39,-8.24,1.51,17.84,-10.48
4.90,14.40,-8.26,1.51,17.84,-10.48
4.89,14.42,-8.27,1.51,17.85,-10.48
4.90,14.42,-8.28,1.51,17.89,-10.59
4.90,14.41,-8.30,1.51,17.89,-10.59
4.90,14.42,-8.30,1.51,17.89,-10.59
4.90,14.43,-8.32,1.51,17.89,-10.59
4.90,14.44,-8.34,1.52,17.89,-10.59
4.90,14.43,-8.35,1.52,17.89,-10.59
4.89,14.43,-8.37,1.52,17.89,-10.59
4.90,14.43,-8.38,1.51,17.92,-10.65
4.90,14.43,-8.40,1.51,17.92,-10.66
4.91,14.43,-8.41,1.51,17.92,-10.66
4.90,14.43,-8.42,1.51,17.92,-10.66
4.91,14.42,-8.43,1.51,17.92,-10.66
4.91,14.43,-8.44,1.51,17.92,-10.66
4.91,14.42,-8.45,1.51,17.92,-10.67
4.92,14.43,-8.46,1.49,17.93,-10.75
4.94,14.42,-8.48,1.49,17.93,-10.75
4.96,14.41,-8.50,1.49,17.93,-10.75
4.98,14.40,-8.51,1.49,17.93,-10.75
4.99,14.44,-8.52,1.49,17.93,-10.75
5.01,14.43,-8.54,1.49,17.93,-10.75
5.03,14.41,-8.55,1.49,17.93,-10.76
5.05,14.41,-8.57,1.52,17.95,-10.82
5.05,14.39,-8.59,1.52,17.95,-10.82
5.06,14.37,-8.60,1.52,17.95,-10.82
5.08,14.36,-8.62,1.52,17.95,-10.82
5.09,14.34,-8.62,1.52,17.95,-10.82
5.09,14.36,-8.63,1.52,17.95,-10.82
5.10,14.37,-8.64,1.52,17.95,-10.82
5.11,14.37,-8.65,1.58,17.94,-10.93
5.10,14.37,-8.67,1.58,17.94,-10.93
5.11,14.39,-8.68,1.58,17.94,-10.93
5.12,14.37,-8.69,1.58,17.94,-10.93
5.13,14.37,-8.70,1.58,17.94,-10.93
5.14,14.37,-8.70,1.58,17.94,-10.93
5.14,14.38,-8.71,1.58,17.94,-10.93
5.20,14.37,-8.73,1.61,17.97,-11.01
5.20,14.36,-8.73,1.61,17.97,-11.01
5.25,14.34,-8.74,1.61,17.97,-11.02
5.30,14.35,-8.74,1.61,17.97,-11.02
5.37,14.36,-8.74,1.61,17.97,-11.02
5.50,14.34,-8.74,1.61,17.97,-11.02
5.56,14.33,-8.74,1.61,17.97,-11.02
5.63,14.30,-8.75,1.76,18.01,-11.12
5.70,14.30,-8.75,1.77,18.01,-11.12
5.84,14.29,-8.76,1.77,18.01,-11.12
5.91,14.30,-8.76,1.77,18.01,-11.12
6.02,14.32,-8.76,1.78,18.01,-11.12
6.18,14.33,-8.77,1.79,18.01,-11.12
6.33,14.33,-8.78,1.79,18.01,-11.13
6.51,14.35,-8.79,2.28,18.15,-11.14
6.64,14.35,-8.80,2.29,18.16,-11.14
6.81,14.34,-8.81,2.30,18.16,-11.14
6.99,14.32,-8.81,2.32,18.17,-11.14
7.18,14.30,-8.82,2.33,18.17,-11.14
7.33,14.28,-8.83,2.34,18.18,-11.15
7.51,14.24,-8.84,2.35,18.18,-11.15
7.68,14.20,-8.85,3.16,18.42,-11.22
7.82,14.17,-8.86,3.18,18.42,-11.22
7.97,14.13,-8.87,3.20,18.42,-11.22
8.15,14.09,-8.87,3.21,18.42,-11.22
8.29,14.07,-8.88,3.22,18.42,-11.22
8.49,14.04,-8.89,3.23,18.43,-11.22
8.64,14.01,-8.89,3.25,18.43,-11.22
8.86,13.98,-8.90,4.20,18.49,-11.31
9.04,13.94,-8.91,4.22,18.49,-11.31
9.25,13.92,-8.92,4.24,18.50,-11.31
9.44,13.90,-8.92,4.25,18.50,-11.31
9.62,13.90,-8.92,4.27,18.50,-11.31
9.80,13.86,-8.92,4.28,18.50,-11.32
9.98,13.85,-8.92,4.30,18.50,-11.32
10.17,13.83,-8.91,5.35,18.65,-11.44
10.39,13.80,-8.91,5.38,18.66,-11.44
10.62,13.79,-8.91,5.39,18.66,-11.44
10.94,13.77,-8.90,5.41,18.66,-11.45
11.18,13.77,-8.90,5.43,18.67,-11.45
11.39,13.75,-8.89,5.45,18.67,-11.45
11.63,13.75,-8.88,5.46,18.67,-11.45
11.87,13.67,-8.86,6.57,18.87,-11.54
11.96,13.68,-8.87,6.60,18.88,-11.55
12.32,13.65,-8.85,6.61,18.88,-11.55
12.52,13.61,-8.84,6.63,18.88,-11.55
12.62,13.65,-8.85,6.65,18.89,-11.55
13.05,13.59,-8.82,6.67,18.89,-11.55
13.17,13.59,-8.81,6.68,18.89,-11.55
13.31,13.59,-8.80,8.00,19.13,-11.69
13.60,13.56,-8.77,8.03,19.13,-11.69
13.80,13.48,-8.73,8.05,19.14,-11.69
13.95,13.51,-8.72,8.06,19.14,-11.70
14.19,13.46,-8.68,8.09,19.14,-11.70
14.37,13.47,-8.67,8.12,19.15,-11.71
14.64,13.44,-8.63,8.14,19.15,-11.71
14.89,13.44,-8.60,9.20,19.34,-11.77
15.12,13.40,-8.57,9.22,19.35,-11.77
15.33,13.43,-8.56,9.23,19.35,-11.77
